user_id,signup_date,acquisition_channel,activated,orders_90d,revenue_90d,tenure_days,last_activity_days_ago
433,2024-05-19,organic,1,1,79.33,1,26
434,2024-05-08,referral,1,2,70.6,33,3
435,2024-02-27,email,1,7,646.11,131,20
436,2024-05-01,paid_search,0,0,0.0,101,63
437,2024-01-01,organic,0,0,0.0,45,94
438,2024-02-03,organic,0,0,0.0,21,104
439,2024-04-05,organic,1,3,271.25,73,25
440,2024-05-05,organic,0,0,0.0,57,105
441,2024-04-27,email,1,3,73.3,168,16
442,2024-02-17,organic,1,3,193.47,62,20
443,2024-03-29,paid_search,0,0,0.0,171,33
444,2024-04-26,organic,1,5,305.28,121,20
445,2024-05-08,referral,0,0,0.0,174,90
446,2024-01-16,paid_social,0,0,0.0,24,67
447,2024-03-09,email,0,0,0.0,152,105
448,2024-01-22,referral,0,0,0.0,138,68
449,2024-04-02,paid_search,0,0,0.0,99,118
450,2024-03-16,organic,1,3,81.77,68,17
451,2024-06-02,paid_social,1,2,57.28,57,8
452,2024-05-23,paid_search,1,3,205.07,172,13
453,2024-06-27,paid_social,1,2,53.52,75,22
454,2024-03-26,organic,0,0,0.0,107,51
455,2024-01-29,organic,0,0,0.0,48,86
456,2024-03-09,paid_search,1,0,0.0,77,4
457,2024-02-16,paid_social,1,5,692.52,155,11
458,2024-04-03,referral,1,2,25.81,30,2
459,2024-05-23,organic,0,0,0.0,46,57
460,2024-06-24,paid_search,0,0,0.0,140,107
461,2024-03-25,organic,0,0,0.0,120,99
462,2024-02-08,organic,1,0,0.0,60,8
463,2024-04-09,paid_search,1,0,0.0,147,11
464,2024-02-02,organic,0,0,0.0,104,66
465,2024-04-10,organic,0,0,0.0,68,36
466,2024-01-23,paid_search,1,3,133.1,162,7
467,2024-01-10,organic,0,0,0.0,118,30
468,2024-03-09,organic,1,2,199.21,124,4
469,2024-04-09,organic,0,0,0.0,117,63
470,2024-02-03,organic,0,0,0.0,7,81
471,2024-06-28,organic,0,0,0.0,82,39
472,2024-05-17,paid_social,1,2,44.52,170,13
473,2024-05-26,organic,1,4,239.36,53,16
474,2024-04-05,organic,0,0,0.0,136,97
475,2024-01-01,paid_search,0,0,0.0,150,101
476,2024-03-09,paid_social,0,0,0.0,26,77
477,2024-01-04,referral,0,0,0.0,174,108
478,2024-01-16,referral,1,3,106.18,117,24
479,2024-01-24,paid_social,0,0,0.0,81,41
480,2024-03-20,paid_search,0,0,0.0,172,99
481,2024-01-02,paid_social,1,0,0.0,164,17
482,2024-05-07,paid_social,0,0,0.0,41,104
483,2024-06-08,organic,1,4,192.46,111,29
484,2024-03-24,organic,1,2,191.43,82,14
485,2024-05-31,organic,1,2,64.11,155,18
486,2024-05-19,email,0,0,0.0,70,52
487,2024-06-26,paid_search,0,0,0.0,98,84
488,2024-06-11,paid_social,0,0,0.0,169,56
489,2024-05-03,paid_search,1,3,210.02,5,21
490,2024-02-02,paid_search,1,1,25.31,157,21
491,2024-06-09,organic,1,1,15.59,122,22
492,2024-06-27,organic,1,2,152.25,12,23
493,2024-06-19,referral,0,0,0.0,153,58
494,2024-04-10,paid_social,0,0,0.0,162,84
495,2024-01-12,paid_search,1,2,94.9,75,6
496,2024-03-07,referral,0,0,0.0,24,78
497,2024-03-05,organic,0,0,0.0,115,100
498,2024-06-09,email,1,0,0.0,113,16
499,2024-06-16,paid_search,0,0,0.0,63,83
500,2024-03-14,paid_search,0,0,0.0,138,62
501,2024-02-12,paid_search,0,0,0.0,133,66
502,2024-02-13,organic,1,3,119.82,89,29
503,2024-01-29,organic,0,0,0.0,28,36
504,2024-05-20,paid_social,0,0,0.0,45,53
505,2024-01-12,referral,1,2,96.55,177,5
506,2024-04-04,referral,1,4,44.88,111,6
507,2024-02-15,organic,1,4,59.25,168,25
508,2024-05-09,paid_search,0,0,0.0,124,73
509,2024-02-04,organic,1,3,72.58,91,1
510,2024-03-21,organic,0,0,0.0,136,94
511,2024-03-30,paid_social,1,2,132.36,27,19
512,2024-01-08,paid_search,1,0,0.0,145,19
513,2024-04-02,organic,1,2,33.46,172,25
514,2024-06-02,organic,1,0,0.0,31,15
515,2024-03-30,email,1,2,52.86,5,19
516,2024-06-10,organic,0,0,0.0,60,81
517,2024-04-24,paid_search,1,0,0.0,89,25
518,2024-04-14,paid_search,1,0,0.0,147,26
519,2024-05-14,organic,1,0,0.0,101,5
520,2024-02-27,organic,0,0,0.0,42,105
521,2024-04-23,paid_search,0,0,0.0,23,103
522,2024-03-15,referral,0,0,0.0,121,84
523,2024-06-05,paid_search,0,0,0.0,109,68
524,2024-04-29,paid_social,1,3,179.64,77,25
525,2024-06-12,email,1,1,80.57,17,15
526,2024-01-21,referral,1,3,6.95,114,22
527,2024-06-12,paid_search,1,3,61.59,58,8
528,2024-05-17,paid_search,0,0,0.0,177,37
529,2024-04-10,paid_social,1,3,149.57,131,25
530,2024-05-31,paid_social,1,8,277.18,96,8
531,2024-06-25,paid_search,1,4,1104.94,45,29
532,2024-04-08,paid_social,0,0,0.0,35,31
533,2024-02-05,organic,0,0,0.0,2,93
534,2024-04-05,paid_search,1,5,161.09,47,2
535,2024-05-31,organic,1,1,45.91,3,16
536,2024-05-30,organic,0,0,0.0,157,112
537,2024-02-06,organic,0,0,0.0,128,33
538,2024-01-12,paid_social,1,3,74.25,20,26
539,2024-04-22,paid_search,1,4,163.22,162,4
540,2024-01-13,organic,0,0,0.0,40,97
541,2024-01-23,paid_search,0,0,0.0,109,72
542,2024-04-08,paid_search,1,2,129.68,65,23
543,2024-04-14,organic,0,0,0.0,90,38
544,2024-01-30,paid_social,0,0,0.0,63,54
545,2024-01-17,referral,0,0,0.0,56,94
546,2024-04-22,referral,0,0,0.0,160,95
547,2024-03-02,paid_social,0,0,0.0,66,84
548,2024-03-24,paid_search,1,3,164.69,96,23
549,2024-04-21,organic,0,0,0.0,169,62
550,2024-03-26,organic,1,2,66.77,157,1
551,2024-05-20,organic,0,0,0.0,116,71
552,2024-01-19,email,1,1,56.21,87,28
553,2024-06-25,organic,0,0,0.0,51,56
554,2024-04-09,organic,1,2,78.71,12,3
555,2024-05-19,referral,1,2,90.52,44,2
556,2024-05-26,email,1,2,167.96,138,15
557,2024-03-16,referral,0,0,0.0,83,107
558,2024-01-09,organic,0,0,0.0,90,51
559,2024-01-28,organic,0,0,0.0,9,38
560,2024-05-07,paid_search,1,0,0.0,157,9
561,2024-02-21,organic,1,2,54.61,157,22
